SentenceID,CodeSwitchedSentence,TranslatedSentence,UntranslatedWord,IndicesOfCodeSwitchedWord,IndicesOfCodeSwitchedWordInTranslation,IndicesOfPunctuation,IndicesOfPunctuationInTranslation
463,匹 大 shuttle 站 ， 直达 匹 大 ；,匹 大 班车站 ， 直达 匹 大 ；,[],[2],[2_3],[4_8],[3_7]
464,up^^up up up 有 兴趣 的 可以 联系 看 房 ， 租金 可以 商量 ！,顶顶顶 ~ 有 兴趣 的 可以 联系 看 房 ， 租金 可以 商量 ！,[],[0_1_2],[0_1],[10_14],[1_9_13]
466,room/house  ：  可以 单独 租 一 个 卧室 （ 家具 齐全 ） ， 也 可以 同学 结伴 租 整 个 house  。,单间 / 房子 ：  可以 单独 租 一 个 卧室 （ 家具 齐全 ） ， 也 可以 同学 结伴 租 整 个 house  。,[house],[0_1_20_21],[0_1_2_3_22_23],[1_8_11_12_21],[1_3_10_13_14_23]
467,整个 house 的 是 yearly lease .,整个 房子 的 是 整 年 租 .,[],[1_4_5_6],[1_4_5_6_7],[6],[7]
468,补充  ：  如果 几 个 同学 一 起 租 整 个 house ， 麻烦 告知 具体 要求  。,补充  ：  如果 几 个 同学 一 起 租 整 个 房子 ， 麻烦 告知 具体 要求  。,[],[11_12],[11_12],[1_12_17],[1_12_17]
469,整 栋 house 的 最早 2017/6/1 开始 入住  。,整 栋 house 的 最早 2017/6/1 开始 入住  。,[house],[2],[2],[8],[5_8]
470,安全 环境 好 ， 物业 超 nice  。,安全 环境 好 ， 物业 超 好 。,[],[6_7],[],[3_7],[3_7]
473,离 craig 上 各 种 餐厅 一 步 之 遥  。,离 克莱格 上 各 种 餐厅 一 步 之 遥  。,[],[1],[1],[10],[10]
474,如 有 需要 ， 请 email 联系 （ em@19,如 有 需要 ， 请 发 邮件 联系 （ em@19,[],[5],[5_6],[3_7_8],[3_8_9]
475,并且 bus stop 的 位置 距离 公寓 只 需 四 分钟 的 时间  。,并且 公交车 站 的 位置 距离 公寓 只 需 四 分钟 的 时间  。,[],[1_2],[1_2],[13],[13]
476,房租 交付 方式 为 check  。,房租 交付 方式 为 支票 支付 。,[],[4_5],[4_5_6],[5],[6]
477,也 可以 email  ：  em@0,也 可以 发 邮件 ：  em@0,[],[2_3_4],[2_3_4_5],[3_4],[4_5]
479,房间 是 house 当中 最 大 的 一 间 ， 向阳 ， 整个 house 有 两 个 卫生间 ， 所以 不 会 有 洗漱 冲突 的 问题  。,房间 是 房子 当中 最 大 的 一 间 ， 向阳 ， 整个 房子 有 两 个 卫生间 ， 所以 不 会 有 洗漱 冲突 的 问题  。,[],[2_13],[2_13],[9_11_18_27],[9_11_18_27]
480,north oakland centre ave 豪宅 出租 .,北 奥克兰 中央 大道 豪宅 出租 .,[],[0_1_2_3],[0_1_2_3],[6],[6]
483,手头 没有 floor plan ， 所以 自己 画 了 张  。,手头 没有 户型 图 ， 所以 自己 画 了 张  。,[],[2_3_4],[2_3_4],[4_10],[4_10]
485,邮寄 的 包裹 不用 担心 丢失 ， 会 有 doorman 代为 签收 保管 ；,邮寄 的 包裹 不用 担心 丢失 ， 会 有 门卫 代为 签收 保管 ；,[],[9],[9],[6_13],[6_13]
486,出门 就 是 center ave ，,出门 就 是 中央 大道,[],[3_4_5],[3_4],[5],
487,房东 美国 老头 ， 非常 nice .,房东 美国 老头 ， 人 非常 好 .,[],[5_6],[4_6_7],[3_6],[3_7]
488,公司 是 john cr kelly realty inc  。,公司 是 约翰凯莉 房地产 有限 公司,[],[2_3_4_5_6_7],[2_3_4],[7],
491,目前 客厅 住 的 是 ece 的 phd ， 人 非常 好 也 很 安静  。,目前 客厅 住 的 是 电子 与 计算机 工程 的 博士 研究生 ， 人 非常 好 也 很 安静  。,[],[5_7_8],[5_6_7_8_10_11_12],[8_15],[12_19]
496,house 内部 精心 装修 过 ， 因此 住 得 非常 舒服  。,house 内部 精心 装修 过 ， 因此 住 得 非常 舒服  。,[house],[0],[0],[5_11],[5_11]
499,house 在 白人 养老 社区 ， 环境 十分 幽静 ， 治安 很 好  。,房子 在 白人 养老 社区 ， 环境 十分 幽静 ， 治安 很 好  。,[],[0],[0],[5_9_13],[5_9_13]
500,up up 房租 可以 商议  。,顶顶 ！ 房租 可以 商议  。,[],[0_1],[0_1],[5],[1_5]
501,总之 家 里 非常 宽敞 ， 可以 开 party  。,总之 家 里 非常 宽敞 ， 可以 开 派对 。,[],[8_9],[8_9],[5_9],[5_9]
506,厨房 卫生间  ：  可能 与 另 一 个 房间 的 人 share ， 另 一 个 房间 是 女生 ， 匹 大学生 ， 人 很 nice ， 很 爱 干净  。,厨房 卫生间  ：  可能 与 另 一 个 房间 的 人 共用 ， 另 一 个 房间 是 女生 ， 匹 大学生 ， 人 很 善良 ， 很 爱 干净  。,[],[11_12_25_26],[11_12_25_26],[2_12_19_22_26_30],[2_12_19_22_26_30]
507,周边  ：  附近 有 bar 和 餐厅 ， 还 有 小 超市  。,周边  ：  附近 有 酒吧 和 餐厅 ， 还 有 小 超市  。,[],[4],[4],[1_7_12],[1_7_12]
508,房间 格局  ：  一 室 一 厅 一 厨 一 卫 ， 很 适合 一 个 人 或 couple 入住 ， 房间 的 隔音 效果 很 好  。,房间 格局  ：  一 室 一 厅 一 厨 一 卫 ， 很 适合 一 个 人 或 情侣 入住 ， 房间 的 隔音 效果 很 好  。,[],[18],[18],[2_11_20_27],[2_11_20_27]
509,可以 直接 签 一 年 ， 也 可以 接 现在 的 lease 然后 续签  。,可以 直接 签 一 年 ， 也 可以 接 现在 的 租约 然后 续签  。,[],[11],[11],[5_14],[5_14]
510,# NAME ?,#NAME?,[],[0_1_2],[0],[0_2],[0]
511,# NAME ?,#NAME?,[],[0_1_2],[0],[0_2],[0]
512,房租 加上 utility 费用 一共 每 月 $1086  。,房租 加上 各 种 服务 费用 一共 每 月 $1086  。,[],[2],[2_3_4],[8],[9_10]
514,联系 方式  ：  email  :  andy .,联系 方式  ：  邮箱 :  andy .,[andy],[3_4_5_6],[3_4_5_6],[2_4_6],[2_4_6]
515,名称  ：  aberdeen apartment .,名称 ： 阿 贝尔丁 公寓,[],[2_3_4],[2_3_4],[1_4],[1]
516,门口 有 cvs 很 方便  。,门口 有 cvs 很 方便  。,[cvs],[2],[2],[5],[5]
517,卧室 在 house 二 楼  。,房子 在 house 二 楼  。,[house],[2],[0_2],[5],[5]
518,从 公寓 步行 五 分钟 就 可以 到 大型 超市 giant eagle ， whole foods  。,从 公寓 步行 五 分钟 就 可以 到 大型 超市 巨鹰 ， 全食,[],[10_11_12_13_14_15],[10_11_12],[12_15],[11]
519,价格 the lower the better  。,价格 越 低 越好,[],[1_2_3_4_5],[1_2_3],[5],
522,可以 在 网上 看 这个 apartment 的 介绍  。,可以 在 网上 看 这个 公寓 的 介绍  。,[],[5],[5],[8],[8]
523,公寓 的 详细 信息 和 图片 可以 在 union 的 网站 上 看到  。,公寓 的 详细 信息 和 图片 可以 在 联合 机构 的 网站 上 看到  。,[],[8],[8_9],[13],[14]
524,因为 靠近 walnut street （ 大概 走路 五 分钟 ？,因为 靠近 沃尔纳特 街 （ 大概 走路 五 分钟 ？,[],[2_3_4],[2_3_4],[4_9],[4_9]
525,若 有 兴趣 请 发 email 到 em@20,若 有 兴趣 请 发 邮件 到 em@20,[],[5],[5],[7],[7]
526,停车  ：  充裕 的 免费 的 on-street parking ， 或者 45/month off-street parking  。,停车  ：  充裕 的 免费 的 路边 停车道 ， 或者 45 每 月 的 路 外 停车场  。,[],[7_8_12_13],[6_7_8_10_11_12_14_15_16_17],[1_8_13],[1_8_17]
527,公寓 也 是 pet friendly 的  。,公寓 也 是 允许 饲养 宠物 的  。,[],[3_4],[3_4_5],[6],[7]
528,学校 的 escort 亦 可 送达  。,学校 的 护送 车 亦 可 送达  。,[],[2],[2_3],[6],[7]
529,超市  ：  giant eagle 超市 步行 5~10 分钟  。,超市  ：  巨鹰 超市 超市 步行 5~10 分钟  。,[],[2_3],[2],[1_8],[1_6_8]
530,去 giant eagle ， whole food 等 超市 特别 方便  。,去 巨鹰 ， 全食 等 超市 特别 方便  。,[],[1_2_3_4_5],[1_2_3],[3_10],[2_8]
531,三 人 公用 一 个 bathroom  。,三 人 公用 一 个 浴室 。,[],[5_6],[5_6],[6],[6]
532,希望 有意 租房 的 同学 可以 一起 去 公寓 的 管理 公司 franklin west 签 正式 的 lease  。,希望 有意 租房 的 同学 可以 一起 去 公寓 的 管理 公司 西 富兰克林 签 正式 的 租约 。,[],[12_13_17_18],[12_13_17_18],[18],[18]
533,请 大家 直接 去 联系 mozart 公司 ， 公司 联系 方式 是 pn-6 ， em@21,请 大家 直接 去 联系 莫扎特 物业 公司 ， 公司 联系 方式 是 pn-6 ， em@21,[],[5],[5_6],[7_12_13_14],[8_13_14_15]
534,我们 都 是 匹 大学生 ， 租房 请 直接 联系 mozart  。,我们 都 是 匹 大学生 ， 租房 请 直接 联系 莫扎特 物业 。,[],[10_11],[10_11_12],[5_11],[5_12]
535,可以 在 网上 看 这个 apartment 的 介绍  。,可以 在 网上 看 这个 公寓 的 介绍  。,[],[5],[5],[8],[8]
536,或者 email  :  em@0,或者 发 邮件 :  em@0,[],[1_2_3],[1_2_3_4],[2_3],[3_4]
537,客厅 和 厨房 大家 共用 ， 卫生间 两 个 女生 share 一 个 ， 两 个 男生 share 另 一 个  。,客厅 和 厨房 大家 共用 ， 卫生间 两 个 女生 共用 一 个 ， 两 个 男生 共用 另 一 个  。,[],[10_17],[],[5_13_21],[5_13_21]
538,自己 顶 ， 房间 依然 available 自己 顶 ， still available 已 发送 邮件 询问 ~ ！,自己 顶 ， 房间 依然 可 租 自己 顶 ， 依然 可 租 ~ 已 发送 邮件 询问 ~ ！,[],[5_9_10],[5_6_11_12_13],[2_8_15_16],[2_9_13_18_19]
539,此 房间 位于 三 层 楼 的 house 的 二 楼 一 间 ， 一 楼 是 客厅  、  厨房 和 厕所  。,此 房间 位于 三 层 楼 的 房子 的 二 楼 一 间 ， 一 楼 是 客厅  、  厨房 和 厕所  。,[],[7],[7],[13_18_22],[13_18_22]
541,社区 安全 安静  ：  是 house .,社区 安全 安静  ：  是 整 套 房子 .,[],[5_6],[5_6_7_8],[3_6],[3_8]
542,lease 如果 是 夏天 may-july 夏天 结束 都 可以  。,租约 如果 是 夏天 ， 五六月 夏天 结束 都 可以  。,[],[0],[0_5],[9],[4_10]
543,lease 从 八月 开始 ， 具体 日期 可以 商量  。,租约 从 八月 开始 ， 具体 日期 可以 商量  。,[],[0],[0],[4_9],[4_9]
544,house 一共 有 两 层 + 地下室  。,房子 一共 有 两 层 + 地下室  。,[],[0],[0],[5_7],[5_7]
545,一共 有 两 个 可以 洗澡 的 bathroom  。,一共 有 两 个 可以 洗澡 的 浴室 。,[],[7_8],[7_8],[8],[8]
546,生活 & 购物 & 娱乐  ：  highland street ， ellsworth ave ， bakery square 和 walnut street 都 在 步行 范围 内  。,生活 & 购物 & 娱乐  ： 高地街 ， 艾尔 沃兹 大道 ， 贝克 瑞 广场 ， 沃尔纳特 街 都 在 步行 范围 内  。,[],[6_7_8_9_10_11_12_13_15_16],[6_7_8_9_10_11_12_13_14_15_16_17],[1_3_5_8_11_22],[1_3_5_7_11_15_23]
548,地处 bloomfield little italy  。,地处 花开 之 地 小 意大利 。,[],[1_2_3_4],[1_2_3_4_5_6],[4],[6]
551,这个 房子 的 短 租 没有 联系 email  :  em@0,这个 房子 的 短 租 没有 联系 电子 邮箱 :  em@0,[],[7_8_9],[7_8_9_10],[8_9],[9_10]
553,去 waterfront 特别 方便  。,去 滨 水区 特别 方便  。,[],[1],[1_2],[4],[5]
555,房子 的 大致 floor plan,房子 的 大致 户型,[],[3_4],[3],,
556,离 超市 giant eagle 近  。,离 超市 巨 鹰 近  。,[],[2_3],[2_3],[5],[5]
558,公寓 旁边 mellon park ， 周末 锻炼 休闲 的 好 去处  。,公寓 旁边 梅伦 公园 ， 周末 锻炼 休闲 的 好 去处  。,[],[2_3_4],[2_3_4],[4_11],[4_11]
559,走进 房子 就 觉得 房子 是 一 个 happy house ！,走进 房子 就 觉得 房子 是 一 个 气氛 愉悦 的 地方 ！,[],[8_9_10],[8_9_10_11_12],[10],[12]
561,我 有 一 个 房子 出租 ， 坐落 在 greenfield  。,我 有 一 个 房子 出租 ， 坐落 在 绿地 。,[],[9_10],[9_10],[6_10],[6_10]
562,# NAME ?,#NAME?,[],[0_1_2],[0],[0_2],[0]
563,联系 方式  ：  email  :  em@23,联系 方式  ：  邮箱 :  em@23,[],[3_4_5],[3_4_5],[2_4_5],[2_4_5]
564,租 一 个 房间 或者 一 个 house 都 可以  。,租 一 个 房间 或者 一 整 个 房子 都 可以  。,[],[7],[6_8],[10],[11]
567,在 highland park 附近  。,在 高地 公园 附近  。,[],[1_2],[1_2],[4],[4]
568,还有 个别 house 和 个别 单独 的 房间 招租  。,还有 个别 房子 和 个别 单独 的 房间 招租  。,[],[2],[2],[9],[9]
569,房间 位 于 house 三 层 楼 的 第三 层  。,房间 位 于 房子 三 层 楼 的 第三 层  。,[],[3],[3],[10],[10]
570,， squirrel hill 公交  ：,， 松鼠丘 公交  ：,[],[0_1_2],[0_1],[0_4],[0_3]
571,整个 house 家具 齐全 ， 出租 卧室 家具 齐全 ， 可以 打包 低价 转让 ， 方便 拎包 入住  。,整个 房子 家具 齐全 ， 出租 卧室 家具 齐全 ， 可以 打包 低价 转让 ， 方便 拎包 入住  。,[],[1],[1],[4_9_14_18],[4_9_14_18]
572,不 包括 utilities .,不 包括 各 种 服务费 .,[],[2_3],[2_3_4_5],[3],[5]
573,update on 7-27/2016-- 还有 两 个 卧室 招租 ， 欢迎 联系  。,7-27/2016 的 更新 - 还有 两 个 卧室 招租 ， 欢迎 联系  。,[],[0_1_2],[0_1_2_3],[8_11],[0_3_9_12]
574,cindy wrote  :  update on 7-27/2016-- 还有 两 个 卧室 招租 ， 欢迎 联系  。,辛迪 写道  :  7-27/2016 的 更新 -- 还有 两 个 卧室 招租 ， 欢迎 联系  。,[],[0_1_2_3_4_5],[0_1_2_3_4_5_6],[2_11_14],[2_3_6_12_15]
577,具体 信息 如下  ：  eldridge house  :  rent  :  700-750 / month/bedroom .,具体 信息 如下  ： 埃尔德 里奇 整 套 房子  :  租赁 :  700-750 / 每 月 / 单间 卧室 .,[],[4_5_6_7_8_9_10_11_12],[4_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19],[3_6_8_10_12],[3_9_11_12_13_16_19]
578,可以 租 整 个 house ， 也 可以 租 单独 一 个 两 个 卧室  。,可以 租 整 个 房子 ， 也 可以 租 单独 一 个 两 个 卧室  。,[],[4_5],[4_5],[5_15],[5_15]
579,如果 没有 简单 介绍 ， 我 会 认为 很 可能 是 scam  。,如果 没有 简单 介绍 ， 我 会 认为 很 可能 是 诈骗 。,[],[11_12],[11_12],[4_12],[4_12]
583,ps  :  中国 房东 ， 特别 nice .,备注 :  中国 房东 ， 特别 好 .,[],[0_1_6_7],[0_1_6_7],[1_4_7],[1_4_7]
584,college garden 公寓 属于 pitt 学校 资产 并由 学校 负责 管理 与 维护  。,大学 花园 公寓 属于 匹兹堡 学校 资产 并由 学校 负责 管理 与 维护  。,[],[0_1_4],[0_1_4],[13],[13]
585,联系 的 时候 麻烦 告知 the length of your lease ， lease starting date ， etc .,联系 的 时候 麻烦 告知 租期 长度 ， 租期 开始 日 等等,[],[5_6_7_8_9_10_11_12_13_14_15_16],[5_6_7_8_9_10_11],[10_14_16],[7]
586,房东 只 给 了 一 张 house 外 观照 ， 比较 irrelevant 我 就 不 po 了  。,房东 只 给 了 一 张 房子 外 观照 ， 比较 无关紧要 我 就 不 上传 了  。,[],[6_11_15],[6_11_15],[9_17],[9_17]
587,目前 只有 两 个 房间 available .,目前 只有 两 个 房间 可 租 .,[],[5_6],[5_6_7],[6],[7]
588,附近 的 初中 jefferson middle school 和 高中 mt .,附近 的 初中 杰弗森 中学 和 高中,[],[3_4_5_8_9],[3_4],[9],
590,如果 感 兴趣 ， 请 通过 email 联系 em@7,如果 感 兴趣 ， 请 通过 邮箱 联系 em@7,[],[6],[6],[3_8],[3_8]
591,求 在 此 期间 一 周 短 租 ， 最 好在 squirrel hill/shadyside 地区  。,求 在 此 期间 一 周 短 租 ， 最 好在 松鼠山 或 沙 地区  。,[],[11_12],[11_12_13],[8_14],[8_15]
593,由于 妹子 已经 租 好 north oakland 的 房子 ， 所以 我 也 想 租 那 附近 的  。,由于 妹子 已经 租 好 北 奥克兰 的 房子 ， 所以 我 也 想 租 那 附近 的  。,[],[5_6],[5_6],[9_18],[9_18]
596,确实 email 过 我 啊 ， em@25,确实 发 过 邮件 给 我 啊 ， em@25,[],[1],[1_3_4],[5_6],[7_8]
597,整个 house 的 结构  ：  一 楼 是 客厅  、  餐厅 和 厨房 （ 厨房 很 好 ， 夏天 可以 打开 后门 到 阳台 ）  。,整个 房子 的 结构  ：  一 楼 是 客厅  、  餐厅 和 厨房 （ 厨房 很 好 ， 夏天 可以 打开 后门 到 阳台 ）  。,[],[1],[1],[4_9_13_17_24_25],[4_9_13_17_24_25]
598,地处 squirrel hill 中心 地带 ， 但 非常 安静  。,地处 松鼠山 中心 地带 ， 但 非常 安静  。,[],[1_2],[1],[5_9],[4_8]
599,紧邻 murry ave ， 美食 购物 都 非常 方便  。,紧邻 梅瑞 大道 ， 美食 购物 都 非常 方便  。,[],[1_2_3],[1_2_3],[3_9],[3_9]
600,到 超市 giant eagle 和 餐厅 走路 几 分钟  。,到 巨鹰 超市 和 餐厅 走路 几 分钟  。,[],[2_3],[1],[9],[8]
603,希望 房子 是 在 squirrel hill 或者 greenfield ， 其他 地方 也 可以 考虑  。,希望 房子 是 在 松鼠山 或者 绿地 ， 其他 地方 也 可以 考虑  。,[],[4_5_7_8],[4_6_7],[8_14],[7_13]
605,周边  ：  附近 有 bar 和 餐厅 ， 还 有 小 超市  。,周边  ：  附近 有 酒吧 和 餐厅 ， 还 有 小 超市  。,[],[4],[4],[1_7_12],[1_7_12]
607,卧室 大 ， 含 full size 床 ， 以及 公司 准备 的 桌子 和 转椅 （ 这 是 我 特别 和 公司 协商 的 他们 可以 提供 ） ， 真正 做到 拎包 入住 ！,卧室 大 ， 含 单人 床 ， 以及 公司 准备 的 桌子 和 转椅 （ 这 是 我 特别 和 公司 协商 的 他们 可以 提供 ） ， 真正 做到 拎包 入住 ！,[],[4_5],[4],[2_7_15_27_28_33],[2_6_14_26_27_32]
608,缺点 是 三 个 人 share 一 个 full bathroom ， 但 考虑 到 距离 和 utilities 和 家具 全 包 等 条件 ， 这 绝对 是 个 特别 好的 选择,缺点 是 三 个 人 共用 一 整 个 卫生间 ， 但 考虑 到 距离 和 水电气 费 和 家具 全 包 等 条件 ， 这 绝对 是 个 特别 好的 选择,[],[5_8_9_10_16],[5_7_9_10_16_17],[10_23],[10_24]
609,房子  ：  是 一 个 house ， 有 中央 空调  。,房子  ：  是 一 个 整套 房子 ， 有 中央 空调  。,[],[5_6],[5],[1_6_10],[1_7_11]
610,出租 时间 和 租金  ：  7/31/2016 ~ 6/30/2016，$300 / month .,出租 时间 和 租金  ：  7/31/2016 ~ 6/30/2016，$300 每 月 .,[],[9_10],[8_9_10],[4_6_8_10],[4_5_6_7_10]
611,ldingid = 121b1b 的 户型 ， 顶层 ， 客厅 view 超级 好  。,ldingid = 121b1b 的 户型 ， 顶层 ， 客厅 布置 超级 好  。,[],[0_1_2_9],[0_1_2_9],[1_5_7_12],[1_5_7_12]
612,房租 已 包含 所有 utility .,房租 已 包含 所有 服务费 .,[],[4_5],[4_5],[5],[5]
613,位置 在 fifth ave and shady ave .,位置 在 第五 大道 和 沙地 大道,[],[2_3_4_5_6_7],[2_3_4_5_6],[7],
617,一 楼 有 doorman ， 负责 人员 进出 管理 以及 收发 包裹 ， 所以 不用 担心 安全 问题 以及 包裹 丢失  。,一 楼 有 门卫 ， 负责 人员 进出 管理 以及 收发 包裹 ， 所以 不用 担心 安全 问题 以及 包裹 丢失  。,[],[3_4],[3_4],[4_12_21],[4_12_21]
618,有 indoor 和 outdoor 的 停车场 ， 而且 周围 的 街区 都 可以 免费 街 pa  。,有 室内 和 室外 的 停车场 ， 而且 周围 的 街区 都 可以 免费 沿街 停车 。,[],[1_3_15_16],[1_3_14_15_16],[6_16],[6_16]
619,如果 感 兴趣 ， 请 通过 email 联系 em@7,如果 感 兴趣 ， 请 通过 电子 邮箱 联系 em@7,[],[6],[6_7],[3_8],[3_9]
620,现有 northumberland house 一 枚 ， 5b/3b ， 暑期 出租  。,现有 诺桑 比 地 整 套 房子 一 枚 ， 5b/3b ， 暑期 出租  。,[],[1_2],[1_2_3_4_5_6],[5_7_10],[9_10_11_14]
621,卧室 内 一 个 closet ， 客厅 另 有 一 个 closet  。,卧室 内 一 个 衣柜 ， 客厅 另 有 一 个 衣柜 。,[],[4_5_11_12],[4_5_11_12],[5_12],[5_12]
622,因为 是 学校 的 房产 ， 住户 基本 均 为 匹 大 的 faculty 和 学生 ， 很 安全 而且 维修 管理 服务 便利  。,因为 是 学校 的 房产 ， 住户 基本 均 为 匹 大 的 教职工 和 学生 ， 很 安全 而且 维修 管理 服务 便利  。,[],[13],[13],[5_16_24],[5_16_24]
623,bedroom 个数 至少 两 个 及 以上 ；,卧室 个数 至少 两 个 及 以上 ；,[],[0],[0],[7],[7]
624,apt 或者 house 都 可以  。,公寓 或者 整 套 房子 都 可以  。,[],[0_2],[0_2_3_4],[5],[7]
625,经常 去 downtown 的 同学 可以 坐 p1 系列 公交 专线 直达 downtown ， 绝 对比 uber 经济 实惠  。,经常 去 市中心 的 同学 可以 坐 p1 系列 公交 专线 直达 市中心 ， 绝 对 比 优步 经济 实惠  。,[p1],[2_7_12_13_16],[2_7_12_13_15_16_17],[13_19],[13_20]
626,门口 有 cvs ， 购物 十分 方便  。,门口 有 cvs ， 购物 十分 方便  。,[cvs],[2_3],[2_3],[3_7],[3_7]
627,布局  ：  该 house 有 四 室 两 卫 ， 三 间 卧室 在 二 楼 ， 一 间 在 三 楼 ， 一 间 卫生间 在 二 楼 一 间 在 一 楼  。,布局  ：  该 房子 有 四 室 两 卫 ， 三 间 卧室 在 二 楼 ， 一 间 在 三 楼 ， 一 间 卫生间 在 二 楼 一 间 在 一 楼  。,[],[3],[3],[1_9_16_22_34],[1_9_16_22_34]
628,本 卧室 空间 较大 ， 可 放置 两 张 full size 床  。,本 卧室 空间 较大 ， 可 放置 两 张 单人 床  。,[],[9_10],[9],[4_12],[4_11]
629,停车  ：  有 off street parking .,停车  ：  有 路外 停车场 .,[],[3_4_5_6],[3_4_5],[1_6],[1_5]
630,如果 感 兴趣 ， 请 通过 email 联系 em@7,如果 感 兴趣 ， 请 通过 电子 邮件 联系 em@7,[],[6],[6_7],[3_8],[3_9]
631,短期 的 summer lease 也 可 考虑  。,短期 的 暑期 短 租 也 可 考虑  。,[],[2_3],[2_3_4],[7],[8]
632,无线 网络 和 utility 全部 办好 了 ， 不 需要 自己 花 时间 交 押金 申请 ， 只 需要 share 就 可以  。,无线 网络 和 各 类 服务 费用 全部 办好 了 ， 不 需要 自己 花 时间 交 押金 申请 ， 只 需要 分摊 就 可以  。,[],[3_19],[3_4_5_6_22],[7_16_22],[10_19_25]
633,如果 有 兴趣 ， 各位 同学 可以 站 内 留言 或者 email ， 告诉 我 对 房子 的 要求  。,如果 有 兴趣 ， 各位 同学 可以 站 内 留言 或者 发 邮件 ， 告诉 我 对 房子 的 要求  。,[],[11_12],[11_12_13],[3_12_19],[3_13_20]
634,也 可以 直接 email  :  em@0,也 可以 直接 发 邮件 :  em@0,[],[3_4_5],[3_4_5_6],[4_5],[5_6]
635,town house ， 四 卧室  。,市内 宅邸 ， 四 卧室  。,[],[0_1_2],[0_1_2],[2_5],[2_5]
636,电话  ：  pn-4 ， email,电话  ：  pn-4 ， email,[email],[4],[4],[1_2_3],[1_2_3]
637,具体 floor plan  :,具体 户型  :,[],[1_2_3],[1_2],[3],[2]
638,lease 从 八月 开始 ， 具体 日期 可以 商量  。,租期 从 八月 开始 ， 具体 日期 可以 商量  。,[],[0],[0],[4_9],[4_9]
639,house 一共 有 两 层 + 地下室  。,房子 一共 有 两 层 + 地下室  。,[],[0],[0],[5_7],[5_7]
642,具体 email 沟通 em@26,具体 发 邮件 沟通 em@26,[],[1],[1_2],[3],[4]
646,about apt  ：  两 室 一 厅 ， 一 个 卫生间 ， 空间 很大 ， 朝向 为 南 ， 所以 有 充足 的 阳光  。,关于 公寓 ： 两 室 一 厅 ， 一 个 卫生间 ， 空间 很大 ， 朝向 为 南 ， 所以 有 充足 的 阳光  。,[],[0_1_2],[0_1_2],[2_7_11_14_18_24],[2_7_11_14_18_24]
647,still available ， 有 问题 发 邮件 给 我 ， 可以 传 照片 给 你 看,仍然 可 租 】 ， 有 问题 发 邮件 给 我 ， 可以 传 照片 给 你 看,[],[0_1_2],[0_1_2_3_4],[2_9],[3_4_11]
648,位置 在 chesterfield  。,位置 在 查斯 特菲尔德,[],[2_3],[2_3],[3],
649,see new ad 能 麻烦 您 介绍 的 具体 一点 嘛 ？,看见 新 的 广告 能 麻烦 您 介绍 的 具体 一点 嘛 ？,[],[0_1_2],[0_1_3],[11],[12]
650,房子 房型 图  ：  周围 有 一 个 大型 超市 ， 距离 购物 街 walnut street 也 很 近  。,房子 房型 图  ：  周围 有 一 个 大型 超市 ， 距离 购物 街 沃尔纳特 街 也 很 近  。,[],[14_15],[14],[3_10_19],[3_10_19]
651,学校 提供 的 夜间 escort 也 路过 这个 公寓 ， 如果 在 学校 熬夜 学习 后半夜 回家 也 很 方便  。,学校 提供 的 夜间 护送 车 也 路过 这个 公寓 ， 如果 在 学校 熬夜 学习 后半夜 回家 也 很 方便  。,[],[4],[4_5],[9_20],[10_21]
652,f = 4&t=6841&p=13029#p13029 图片 请 右键 在 新 tab 打开  。,f = 4&t=6841&p=13029#p13029 图片 请 右键 在 新 标签 页 打开  。,[f],[0_1_2_8],[0_1_2_8_9],[1_10],[1_2_11]
653,房子 价格 加上 所有 设施 ， 人均 每 月 大概 在 $580~$650 （ 费用 因 gas 包 不 包含 heat 而 变化 ）  。,房子 价格 加上 所有 设施 ， 人均 每 月 大概 在 $580~$650 （ 费用 因 电气 包 不 包含 暖气 而 变化 ）  。,[],[15_19],[15_19],[5_12_22_23],[5_11_12_22_23]
654,lobby 照片 ， 安全 有 保障,大厅 照片 ， 安全 有 保障,[],[0],[0],[2],[2]
656,更多 问题 ， 欢迎 email 我  :  c .,更多 问题 ， 欢迎 发 邮件 给我  :  c .,[c],[4_7_8],[4_5_6_7_8_9],[2_6_8],[2_7_9]
657,对面 是 giant eagle 超市 ， 步行 一 个 路口 到 whole foods 超市 ， 买 东西 很 方便  。,对面 是 巨 鹰 超市 ， 步行 一 个 路口 到 全 食 超市 ， 买 东西 很 方便  。,[],[2_3_11_12],[2_3_11_12],[5_14_19],[5_14_19]
659,这 房子 实在 是 大 到 没 朋友 ， 要 不 是 我 有 lease 在 身 我 都 想 搬 进去  。,这 房子 实在 是 大 到 没 朋友 ， 要 不 是 我 有 租约 在 身 我 都 想 搬 进去  。,[],[14],[14],[8_22],[8_22]
660,房东 包 除 网 以外 所有 utility  。,房东 包 除 网 以外 所有 服务 费用 。,[],[6_7],[6_7_8],[7],[8]
663,距离 murry 上 的 餐馆  、  超市 都 是 步行 的 距离  。,距离 梅瑞 大道 上 的 餐馆  、  超市 都 是 步行 的 距离  。,[],[1],[1_2],[5_12],[6_13]
664,this message is expired ， 图 中 所有 家具 家电 都 免费 使用,这 条 消息 已 过期 ， 图 中 所有 家具 家电 都 免费 使用,[],[0_1_2_3_4],[0_1_2_3_4_5],[4],[5]
