全新 的 儿童 安全 镜 ， 可以 看到 坐在 儿童 安全 座椅 上 小孩 的 情况 ， $5 。,,
"	p( 全新 | <s> ) 	= [2gram] 1.355779e-05 [ -4.867811 ]",,
"	p( 的 | 全新 ...) 	= [3gram] 0.3207547 [ -0.493827 ]",,
"	p( 儿童 | 的 ...) 	= [2gram] 0.0001651231 [ -3.782192 ]",,
"	p( 安全 | 儿童 ...) 	= [3gram] 0.003652968 [ -2.437354 ]",,
"	p( 镜 | 安全 ...) 	= [1gram] 1.37181e-06 [ -5.862706 ]",,
"	p( ， | 镜 ...) 	= [2gram] 0.1232999 [ -0.9090373 ]",,
"	p( 可以 | ， ...) 	= [3gram] 0.01989152 [ -1.701332 ]",,
"	p( 看到 | 可以 ...) 	= [3gram] 0.0102668 [ -1.988565 ]",,
"	p( 坐在 | 看到 ...) 	= [2gram] 0.0001045647 [ -3.980615 ]",,
"	p( 儿童 | 坐在 ...) 	= [1gram] 2.745217e-05 [ -4.561423 ]",,
"	p( 安全 | 儿童 ...) 	= [2gram] 0.00251995 [ -2.598608 ]",,
"	p( 座椅 | 安全 ...) 	= [3gram] 0.2619048 [ -0.5818566 ]",,
"	p( 上 | 座椅 ...) 	= [2gram] 0.01441082 [ -1.841311 ]",,
"	p( 小孩 | 上 ...) 	= [2gram] 1.85036e-06 [ -5.732744 ]",,
"	p( 的 | 小孩 ...) 	= [2gram] 0.05702307 [ -1.243949 ]",,
"	p( 情况 | 的 ...) 	= [2gram] 0.0009489825 [ -3.022742 ]",,
"	p( ， | 情况 ...) 	= [3gram] 0.2664625 [ -0.5743639 ]",,
"	p( <unk> | ， ...) 	= [OOV] 0 [ -inf ]",,
"	p( 。 | <unk> ...) 	= [1gram] 0.03735107 [ -1.427697 ]",,
"	p( </s> | 。 ...) 	= [2gram] 0.3859516 [ -0.4134672 ]",,
1 sentences, 19 words, 1 OOVs
0 zeroprobs, logprob= -48.0216 ppl= 336.8626 ppl1= 465.4433,
,,
床头 桌 床头柜 $ 10,,
"	p( 床头 | <s> ) 	= [1gram] 3.145766e-07 [ -6.502274 ]",,
"	p( 桌 | 床头 ...) 	= [1gram] 2.123171e-06 [ -5.673015 ]",,
"	p( 床头柜 | 桌 ...) 	= [1gram] 7.232607e-09 [ -8.140705 ]",,
"	p( $ | 床头柜 ...) 	= [1gram] 1.54379e-05 [ -4.811412 ]",,
"	p( <unk> | $ ...) 	= [OOV] 0 [ -inf ]",,
"	p( </s> | <unk> ...) 	= [1gram] 0.0173925 [ -1.759638 ]",,
1 sentences, 5 words, 1 OOVs
0 zeroprobs, logprob= -26.88704 ppl= 238456.3 ppl1= 5269397,
,,
小 蜡烛 一 盒 一 小盒 蜡烛 $ 2,,
"	p( 小 | <s> ) 	= [2gram] 0.0008045148 [ -3.094466 ]",,
"	p( 蜡烛 | 小 ...) 	= [2gram] 5.168422e-05 [ -4.286642 ]",,
"	p( 一 | 蜡烛 ...) 	= [1gram] 0.001267178 [ -2.897162 ]",,
"	p( 盒 | 一 ...) 	= [2gram] 0.0001066206 [ -3.972159 ]",,
"	p( 一 | 盒 ...) 	= [1gram] 0.0009943653 [ -3.002454 ]",,
"	p( 小盒 | 一 ...) 	= [2gram] 3.670642e-07 [ -6.435258 ]",,
"	p( 蜡烛 | 小盒 ...) 	= [1gram] 1.833218e-06 [ -5.736786 ]",,
"	p( $ | 蜡烛 ...) 	= [1gram] 6.809969e-06 [ -5.166855 ]",,
"	p( <unk> | $ ...) 	= [OOV] 0 [ -inf ]",,
"	p( </s> | <unk> ...) 	= [1gram] 0.0173925 [ -1.759638 ]",,
1 sentences, 9 words, 1 OOVs
0 zeroprobs, logprob= -36.35142 ppl= 10940.74 ppl1= 34988.68,
,,
三 个 帽子 三 个 帽子 总共 $ 5,,
"	p( 三 | <s> ) 	= [2gram] 0.001182342 [ -2.927257 ]",,
"	p( 个 | 三 ...) 	= [3gram] 0.0458676 [ -1.338494 ]",,
"	p( 帽子 | 个 ...) 	= [2gram] 3.467212e-06 [ -5.46002 ]",,
"	p( 三 | 帽子 ...) 	= [1gram] 0.0002410963 [ -3.61781 ]",,
"	p( 个 | 三 ...) 	= [2gram] 0.1144469 [ -0.9413958 ]",,
"	p( 帽子 | 个 ...) 	= [2gram] 3.467212e-06 [ -5.46002 ]",,
"	p( 总共 | 帽子 ...) 	= [1gram] 5.544132e-06 [ -5.256166 ]",,
"	p( $ | 总共 ...) 	= [1gram] 2.58756e-06 [ -5.58711 ]",,
"	p( <unk> | $ ...) 	= [OOV] 0 [ -inf ]",,
"	p( </s> | <unk> ...) 	= [1gram] 0.0173925 [ -1.759638 ]",,
1 sentences, 9 words, 1 OOVs
