请 问 现在 能 确认 我 了 吗 ？,,
"	p( 请 | <s> ) 	= [2gram] 4.297571e-05 [ -4.366777 ]",,
"	p( 问 | 请 ...) 	= [2gram] 2.320599e-05 [ -4.6344 ]",,
"	p( 现在 | 问 ...) 	= [2gram] 0.0001610568 [ -3.793021 ]",,
"	p( 能 | 现在 ...) 	= [2gram] 0.001139937 [ -2.943119 ]",,
"	p( 确认 | 能 ...) 	= [2gram] 0.0002773324 [ -3.556999 ]",,
"	p( 我 | 确认 ...) 	= [2gram] 8.074169e-05 [ -4.092902 ]",,
"	p( 了 | 我 ...) 	= [2gram] 0.0006485088 [ -3.188084 ]",,
"	p( 吗 | 了 ...) 	= [3gram] 0.0592692 [ -1.227171 ]",,
"	p( ？ | 吗 ...) 	= [3gram] 0.7500001 [ -0.1249387 ]",,
"	p( </s> | ？ ...) 	= [3gram] 0.08500588 [ -1.070551 ]",,
1 sentences, 9 words, 0 OOVs
0 zeroprobs, logprob= -28.99796 ppl= 793.9558 ppl1= 1667.232,
,,
若 收到 此 类 邮件 ， 各位 同学 可 先 通过 谷歌 来 搜索 专门 报告 垃圾 邮件 和 诈骗 邮件 的 网站 ， 并 输入 你 收到 的 邮箱 地址 来 查看 是否 为 诈骗 邮件 。,,
"	p( 若 | <s> ) 	= [2gram] 0.0007615386 [ -3.118308 ]",,
"	p( 收到 | 若 ...) 	= [2gram] 4.416349e-05 [ -4.354937 ]",,
"	p( 此 | 收到 ...) 	= [2gram] 0.002563504 [ -2.591166 ]",,
"	p( 类 | 此 ...) 	= [2gram] 2.880633e-05 [ -4.540512 ]",,
"	p( 邮件 | 类 ...) 	= [2gram] 3.334548e-05 [ -4.476963 ]",,
"	p( ， | 邮件 ...) 	= [2gram] 0.0478766 [ -1.319877 ]",,
"	p( 各位 | ， ...) 	= [2gram] 3.667331e-06 [ -5.43565 ]",,
"	p( 同学 | 各位 ...) 	= [2gram] 0.01102192 [ -1.957743 ]",,
"	p( 可 | 同学 ...) 	= [2gram] 0.0006681316 [ -3.175138 ]",,
"	p( 先 | 可 ...) 	= [1gram] 1.23966e-05 [ -4.906697 ]",,
"	p( 通过 | 先 ...) 	= [2gram] 0.003998923 [ -2.398057 ]",,
"	p( 谷歌 | 通过 ...) 	= [2gram] 4.361152e-05 [ -4.360399 ]",,
"	p( 来 | 谷歌 ...) 	= [1gram] 0.0001862958 [ -3.729797 ]",,
"	p( 搜索 | 来 ...) 	= [2gram] 0.0001965481 [ -3.706531 ]",,
"	p( 专门 | 搜索 ...) 	= [1gram] 1.58983e-05 [ -4.798649 ]",,
"	p( 报告 | 专门 ...) 	= [2gram] 2.59837e-05 [ -4.585299 ]",,
"	p( 垃圾 | 报告 ...) 	= [1gram] 1.849966e-06 [ -5.732836 ]",,
"	p( 邮件 | 垃圾 ...) 	= [1gram] 1.973565e-06 [ -5.704749 ]",,
"	p( 和 | 邮件 ...) 	= [2gram] 0.01508846 [ -1.821355 ]",,
"	p( 诈骗 | 和 ...) 	= [2gram] 1.468435e-05 [ -4.833145 ]",,
"	p( 邮件 | 诈骗 ...) 	= [2gram] 0.000244468 [ -3.611778 ]",,
"	p( 的 | 邮件 ...) 	= [2gram] 0.07440172 [ -1.128417 ]",,
"	p( 网站 | 的 ...) 	= [2gram] 0.0002150675 [ -3.667425 ]",,
"	p( ， | 网站 ...) 	= [3gram] 0.1673571 [ -0.7763559 ]",,
"	p( 并 | ， ...) 	= [3gram] 0.0388044 [ -1.411119 ]",,
"	p( 输入 | 并 ...) 	= [3gram] 3.687714e-05 [ -4.433243 ]",,
"	p( 你 | 输入 ...) 	= [2gram] 0.0001230755 [ -3.909828 ]",,
"	p( 收到 | 你 ...) 	= [2gram] 1.038817e-05 [ -4.983461 ]",,
"	p( 的 | 收到 ...) 	= [2gram] 0.07340945 [ -1.134248 ]",,
"	p( 邮箱 | 的 ...) 	= [2gram] 4.437673e-06 [ -5.352845 ]",,
"	p( 地址 | 邮箱 ...) 	= [1gram] 7.165013e-06 [ -5.144783 ]",,
"	p( 来 | 地址 ...) 	= [2gram] 0.00436137 [ -2.360377 ]",,
"	p( 查看 | 来 ...) 	= [2gram] 0.0001612338 [ -3.792544 ]",,
"	p( 是否 | 查看 ...) 	= [2gram] 0.007724329 [ -2.112139 ]",,
"	p( 为 | 是否 ...) 	= [2gram] 0.03291877 [ -1.482556 ]",,
"	p( 诈骗 | 为 ...) 	= [2gram] 1.829016e-06 [ -5.737782 ]",,
"	p( 邮件 | 诈骗 ...) 	= [2gram] 0.0003209054 [ -3.493623 ]",,
"	p( 。 | 邮件 ...) 	= [2gram] 0.09261196 [ -1.033333 ]",,
"	p( </s> | 。 ...) 	= [3gram] 0.3876405 [ -0.4115709 ]",,
1 sentences, 38 words, 0 OOVs
0 zeroprobs, logprob= -133.5252 ppl= 2652.919 ppl1= 3264.54,
,,
本人 现在 在 兰卡斯特 附近,,
"	p( 本人 | <s> ) 	= [2gram] 8.441641e-06 [ -5.073573 ]",,
"	p( 现在 | 本人 ...) 	= [2gram] 0.0001753155 [ -3.75618 ]",,
"	p( 在 | 现在 ...) 	= [2gram] 0.008871988 [ -2.051979 ]",,
"	p( 兰卡斯特 | 在 ...) 	= [2gram] 2.231175e-06 [ -5.651466 ]",,
"	p( 附近 | 兰卡斯特 ...) 	= [1gram] 6.371835e-05 [ -4.195735 ]",,
