NewSentenceID,CodeSwitchedSentence,TranslatedSentence,UntranslatedWord,IndicesOfCodeSwitchedWord,IndicesOfCodeSwitchedWordInTranslation,IndicesOfPunctuation,IndicesOfPunctuationInTranslation
383,college garden 公寓 属于 pitt 学校 资产 并由 学校 负责 管理 与 维护  。,大学 花园 公寓 属于 匹兹堡 学校 资产 并由 学校 负责 管理 与 维护  。,[],[0_1_4],[0_1_4],[13],[13]
384,联系 的 时候 麻烦 告知 the length of your lease ， lease starting date ， etc .,联系 的 时候 麻烦 告知 租期 长度 ， 租期 开始 日 等等,[],[5_6_7_8_9_10_11_12_13_14_15_16],[5_6_7_8_9_10_11],[10_14_16],[7]
385,房东 只 给 了 一 张 house 外 观照 ， 比较 irrelevant 我 就 不 po 了  。,房东 只 给 了 一 张 房子 外 观照 ， 比较 无关紧要 我 就 不 上传 了  。,[],[6_11_15],[6_11_15],[9_17],[9_17]
386,目前 只有 两 个 房间 available .,目前 只有 两 个 房间 可 租 .,[],[5_6],[5_6_7],[6],[7]
388,如果 感 兴趣 ， 请 通过 email 联系 em@7,如果 感 兴趣 ， 请 通过 邮箱 联系 em@7,[],[6],[6],[3_8],[3_8]
389,求 在 此 期间 一 周 短 租 ， 最 好在 squirrel hill/shadyside 地区  。,求 在 此 期间 一 周 短 租 ， 最 好在 松鼠山 或 沙 地区  。,[],[11_12],[11_12_13],[8_14],[8_15]
390,由于 妹子 已经 租 好 north oakland 的 房子 ， 所以 我 也 想 租 那 附近 的  。,由于 妹子 已经 租 好 北 奥克兰 的 房子 ， 所以 我 也 想 租 那 附近 的  。,[],[5_6],[5_6],[9_18],[9_18]
391,确实 email 过 我 啊 ， em@25,确实 发 过 邮件 给 我 啊 ， em@25,[],[1],[1_3_4],[5_6],[7_8]
392,整个 house 的 结构  ：  一 楼 是 客厅  、  餐厅 和 厨房 （ 厨房 很 好 ， 夏天 可以 打开 后门 到 阳台 ）  。,整个 房子 的 结构  ：  一 楼 是 客厅  、  餐厅 和 厨房 （ 厨房 很 好 ， 夏天 可以 打开 后门 到 阳台 ）  。,[],[1],[1],[4_9_13_17_24_25],[4_9_13_17_24_25]
393,地处 squirrel hill 中心 地带 ， 但 非常 安静  。,地处 松鼠山 中心 地带 ， 但 非常 安静  。,[],[1_2],[1],[5_9],[4_8]
394,紧邻 murry ave ， 美食 购物 都 非常 方便  。,紧邻 梅瑞 大道 ， 美食 购物 都 非常 方便  。,[],[1_2_3],[1_2_3],[3_9],[3_9]
395,到 超市 giant eagle 和 餐厅 走路 几 分钟  。,到 巨鹰 超市 和 餐厅 走路 几 分钟  。,[],[2_3],[1],[9],[8]
396,希望 房子 是 在 squirrel hill 或者 greenfield ， 其他 地方 也 可以 考虑  。,希望 房子 是 在 松鼠山 或者 绿地 ， 其他 地方 也 可以 考虑  。,[],[4_5_7_8],[4_6_7],[8_14],[7_13]
397,周边  ：  附近 有 bar 和 餐厅 ， 还 有 小 超市  。,周边  ：  附近 有 酒吧 和 餐厅 ， 还 有 小 超市  。,[],[4],[4],[1_7_12],[1_7_12]
398,卧室 大 ， 含 full size 床 ， 以及 公司 准备 的 桌子 和 转椅 （ 这 是 我 特别 和 公司 协商 的 他们 可以 提供 ） ， 真正 做到 拎包 入住 ！,卧室 大 ， 含 单人 床 ， 以及 公司 准备 的 桌子 和 转椅 （ 这 是 我 特别 和 公司 协商 的 他们 可以 提供 ） ， 真正 做到 拎包 入住 ！,[],[4_5],[4],[2_7_15_27_28_33],[2_6_14_26_27_32]
399,缺点 是 三 个 人 share 一 个 full bathroom ， 但 考虑 到 距离 和 utilities 和 家具 全 包 等 条件 ， 这 绝对 是 个 特别 好的 选择,缺点 是 三 个 人 共用 一 整 个 卫生间 ， 但 考虑 到 距离 和 水电气 费 和 家具 全 包 等 条件 ， 这 绝对 是 个 特别 好的 选择,[],[5_8_9_10_16],[5_7_9_10_16_17],[10_23],[10_24]
400,房子  ：  是 一 个 house ， 有 中央 空调  。,房子  ：  是 一 个 整套 房子 ， 有 中央 空调  。,[],[5_6],[5],[1_6_10],[1_7_11]
401,出租 时间 和 租金  ：  7/31/2016 ~ 6/30/2016，$300 / month .,出租 时间 和 租金  ：  7/31/2016 ~ 6/30/2016，$300 每 月 .,[],[9_10],[8_9_10],[4_6_8_10],[4_5_6_7_10]
402,ldingid = 121b1b 的 户型 ， 顶层 ， 客厅 view 超级 好  。,ldingid = 121b1b 的 户型 ， 顶层 ， 客厅 布置 超级 好  。,[],[0_1_2_9],[0_1_2_9],[1_5_7_12],[1_5_7_12]
403,房租 已 包含 所有 utility .,房租 已 包含 所有 服务费 .,[],[4_5],[4_5],[5],[5]
405,一 楼 有 doorman ， 负责 人员 进出 管理 以及 收发 包裹 ， 所以 不用 担心 安全 问题 以及 包裹 丢失  。,一 楼 有 门卫 ， 负责 人员 进出 管理 以及 收发 包裹 ， 所以 不用 担心 安全 问题 以及 包裹 丢失  。,[],[3_4],[3_4],[4_12_21],[4_12_21]
406,有 indoor 和 outdoor 的 停车场 ， 而且 周围 的 街区 都 可以 免费 街 pa  。,有 室内 和 室外 的 停车场 ， 而且 周围 的 街区 都 可以 免费 沿街 停车 。,[],[1_3_15_16],[1_3_14_15_16],[6_16],[6_16]
407,如果 感 兴趣 ， 请 通过 email 联系 em@7,如果 感 兴趣 ， 请 通过 电子 邮箱 联系 em@7,[],[6],[6_7],[3_8],[3_9]
408,现有 northumberland house 一 枚 ， 5b/3b ， 暑期 出租  。,现有 诺桑 比 地 整 套 房子 一 枚 ， 5b/3b ， 暑期 出租  。,[],[1_2],[1_2_3_4_5_6],[5_7_10],[9_10_11_14]
409,卧室 内 一 个 closet ， 客厅 另 有 一 个 closet  。,卧室 内 一 个 衣柜 ， 客厅 另 有 一 个 衣柜 。,[],[4_5_11_12],[4_5_11_12],[5_12],[5_12]
410,因为 是 学校 的 房产 ， 住户 基本 均 为 匹 大 的 faculty 和 学生 ， 很 安全 而且 维修 管理 服务 便利  。,因为 是 学校 的 房产 ， 住户 基本 均 为 匹 大 的 教职工 和 学生 ， 很 安全 而且 维修 管理 服务 便利  。,[],[13],[13],[5_16_24],[5_16_24]
411,bedroom 个数 至少 两 个 及 以上 ；,卧室 个数 至少 两 个 及 以上 ；,[],[0],[0],[7],[7]
412,apt 或者 house 都 可以  。,公寓 或者 整 套 房子 都 可以  。,[],[0_2],[0_2_3_4],[5],[7]
413,经常 去 downtown 的 同学 可以 坐 p1 系列 公交 专线 直达 downtown ， 绝 对比 uber 经济 实惠  。,经常 去 市中心 的 同学 可以 坐 p1 系列 公交 专线 直达 市中心 ， 绝 对 比 优步 经济 实惠  。,[p1],[2_7_12_13_16],[2_7_12_13_15_16_17],[13_19],[13_20]
414,门口 有 cvs ， 购物 十分 方便  。,门口 有 cvs ， 购物 十分 方便  。,[cvs],[2_3],[2_3],[3_7],[3_7]
415,布局  ：  该 house 有 四 室 两 卫 ， 三 间 卧室 在 二 楼 ， 一 间 在 三 楼 ， 一 间 卫生间 在 二 楼 一 间 在 一 楼  。,布局  ：  该 房子 有 四 室 两 卫 ， 三 间 卧室 在 二 楼 ， 一 间 在 三 楼 ， 一 间 卫生间 在 二 楼 一 间 在 一 楼  。,[],[3],[3],[1_9_16_22_34],[1_9_16_22_34]
416,本 卧室 空间 较大 ， 可 放置 两 张 full size 床  。,本 卧室 空间 较大 ， 可 放置 两 张 单人 床  。,[],[9_10],[9],[4_12],[4_11]
417,停车  ：  有 off street parking .,停车  ：  有 路外 停车场 .,[],[3_4_5_6],[3_4_5],[1_6],[1_5]
418,如果 感 兴趣 ， 请 通过 email 联系 em@7,如果 感 兴趣 ， 请 通过 电子 邮件 联系 em@7,[],[6],[6_7],[3_8],[3_9]
419,短期 的 summer lease 也 可 考虑  。,短期 的 暑期 短 租 也 可 考虑  。,[],[2_3],[2_3_4],[7],[8]
420,无线 网络 和 utility 全部 办好 了 ， 不 需要 自己 花 时间 交 押金 申请 ， 只 需要 share 就 可以  。,无线 网络 和 各 类 服务 费用 全部 办好 了 ， 不 需要 自己 花 时间 交 押金 申请 ， 只 需要 分摊 就 可以  。,[],[3_19],[3_4_5_6_22],[7_16_22],[10_19_25]
421,如果 有 兴趣 ， 各位 同学 可以 站 内 留言 或者 email ， 告诉 我 对 房子 的 要求  。,如果 有 兴趣 ， 各位 同学 可以 站 内 留言 或者 发 邮件 ， 告诉 我 对 房子 的 要求  。,[],[11_12],[11_12_13],[3_12_19],[3_13_20]
422,也 可以 直接 email  :  em@0,也 可以 直接 发 邮件 :  em@0,[],[3_4_5],[3_4_5_6],[4_5],[5_6]
423,town house ， 四 卧室  。,市内 宅邸 ， 四 卧室  。,[],[0_1_2],[0_1_2],[2_5],[2_5]
424,电话  ：  pn-4 ， email,电话  ：  pn-4 ， email,[email],[4],[4],[1_2_3],[1_2_3]
425,具体 floor plan  :,具体 户型  :,[],[1_2_3],[1_2],[3],[2]
426,lease 从 八月 开始 ， 具体 日期 可以 商量  。,租期 从 八月 开始 ， 具体 日期 可以 商量  。,[],[0],[0],[4_9],[4_9]
427,house 一共 有 两 层 + 地下室  。,房子 一共 有 两 层 + 地下室  。,[],[0],[0],[5_7],[5_7]
428,具体 email 沟通 em@26,具体 发 邮件 沟通 em@26,[],[1],[1_2],[3],[4]
429,about apt  ：  两 室 一 厅 ， 一 个 卫生间 ， 空间 很大 ， 朝向 为 南 ， 所以 有 充足 的 阳光  。,关于 公寓 ： 两 室 一 厅 ， 一 个 卫生间 ， 空间 很大 ， 朝向 为 南 ， 所以 有 充足 的 阳光  。,[],[0_1_2],[0_1_2],[2_7_11_14_18_24],[2_7_11_14_18_24]
430,still available ， 有 问题 发 邮件 给 我 ， 可以 传 照片 给 你 看,仍然 可 租 】 ， 有 问题 发 邮件 给 我 ， 可以 传 照片 给 你 看,[],[0_1_2],[0_1_2_3_4],[2_9],[3_4_11]
432,see new ad 能 麻烦 您 介绍 的 具体 一点 嘛 ？,看见 新 的 广告 能 麻烦 您 介绍 的 具体 一点 嘛 ？,[],[0_1_2],[0_1_3],[11],[12]
433,房子 房型 图  ：  周围 有 一 个 大型 超市 ， 距离 购物 街 walnut street 也 很 近  。,房子 房型 图  ：  周围 有 一 个 大型 超市 ， 距离 购物 街 沃尔纳特 街 也 很 近  。,[],[14_15],[14],[3_10_19],[3_10_19]
434,学校 提供 的 夜间 escort 也 路过 这个 公寓 ， 如果 在 学校 熬夜 学习 后半夜 回家 也 很 方便  。,学校 提供 的 夜间 护送 车 也 路过 这个 公寓 ， 如果 在 学校 熬夜 学习 后半夜 回家 也 很 方便  。,[],[4],[4_5],[9_20],[10_21]
435,f = 4&t=6841&p=13029#p13029 图片 请 右键 在 新 tab 打开  。,f = 4&t=6841&p=13029#p13029 图片 请 右键 在 新 标签 页 打开  。,[f],[0_1_2_8],[0_1_2_8_9],[1_10],[1_2_11]
436,房子 价格 加上 所有 设施 ， 人均 每 月 大概 在 $580~$650 （ 费用 因 gas 包 不 包含 heat 而 变化 ）  。,房子 价格 加上 所有 设施 ， 人均 每 月 大概 在 $580~$650 （ 费用 因 电气 包 不 包含 暖气 而 变化 ）  。,[],[15_19],[15_19],[5_12_22_23],[5_11_12_22_23]
437,lobby 照片 ， 安全 有 保障,大厅 照片 ， 安全 有 保障,[],[0],[0],[2],[2]
438,更多 问题 ， 欢迎 email 我  :  c .,更多 问题 ， 欢迎 发 邮件 给我  :  c .,[c],[4_7_8],[4_5_6_7_8_9],[2_6_8],[2_7_9]
439,对面 是 giant eagle 超市 ， 步行 一 个 路口 到 whole foods 超市 ， 买 东西 很 方便  。,对面 是 巨 鹰 超市 ， 步行 一 个 路口 到 全 食 超市 ， 买 东西 很 方便  。,[],[2_3_11_12],[2_3_11_12],[5_14_19],[5_14_19]
440,这 房子 实在 是 大 到 没 朋友 ， 要 不 是 我 有 lease 在 身 我 都 想 搬 进去  。,这 房子 实在 是 大 到 没 朋友 ， 要 不 是 我 有 租约 在 身 我 都 想 搬 进去  。,[],[14],[14],[8_22],[8_22]
441,房东 包 除 网 以外 所有 utility  。,房东 包 除 网 以外 所有 服务 费用 。,[],[6_7],[6_7_8],[7],[8]
442,距离 murry 上 的 餐馆  、  超市 都 是 步行 的 距离  。,距离 梅瑞 大道 上 的 餐馆  、  超市 都 是 步行 的 距离  。,[],[1],[1_2],[5_12],[6_13]
443,this message is expired ， 图 中 所有 家具 家电 都 免费 使用,这 条 消息 已 过期 ， 图 中 所有 家具 家电 都 免费 使用,[],[0_1_2_3_4],[0_1_2_3_4_5],[4],[5]
444,是 house 的 一 楼 ， 一共 三 间 房 + 厨房 + 客厅 + 卫生间  。,是 房子 的 一 楼 ， 一共 三 间 房 + 厨房 + 客厅 + 卫生间  。,[],[1],[1],[5_10_12_14_16],[5_10_12_14_16]
445,联系 方式  ：  call  :  412-901-7283e-mail  :  em@27,联系 方式  ：  电话 :  pn-7 邮箱 :  em@27,[],[3_4_5_6_7],[3_4_5_6_7_8],[2_4_6_7],[2_4_5_7_8]
446,进出 lobby 需要 门禁 钥匙 ， 所以 非常 安全  。,进出 大堂 需要 门禁 钥匙 ， 所以 非常 安全  。,[],[1],[1],[5_9],[5_9]
447,公寓 may flower 是 匹 大学 校 的 房子 ， 主要 是 提供 给 研究生 的 ， 价钱 比 商业 公寓 便宜  。,公寓 五月花 是 匹 大学 校 的 房子 ， 主要 是 提供 给 研究生 的 ， 价钱 比 商业 公寓 便宜  。,[],[1_2],[1],[9_16_22],[8_15_21]
448,购物  ：  附近 就 是 giant eagle ， 离 center 很 近 ， 吃饭 也 很 方便 .,购物  ：  附近 就是 巨鹰 超市 ， 离 市 中心 很 近 ， 吃饭 也 很 方便 .,[],[5_6_7_9],[3_4_5_6_8_9],[1_7_12_17],[1_6_12_17]
449,步行 到 匹 大 课室  、  图书馆 和 cafeteria 都 只 需 几 分钟  。,步行 到 匹 大 课室  、  图书馆 和 食堂 都 只 需 几 分钟  。,[],[8],[8],[5_14],[5_14]
450,时间 不用 完全 match ， 咱们 商量 着 来  。,时间 不用 完全 对上 ， 咱们 商量 着 来  。,[],[3_4],[3_4],[4_9],[4_9]
451,由于 刚刚 换 了 lease ， 整 套 房间 设施 都 很 新 ， 家具 齐全 ， 拎包 入住 无 烦恼 ， 楼层 好 视野 好 ～ ～  。,由于 刚刚 换 了 租期 ， 整 套 房间 设施 都 很 新 ， 家具 齐全 ， 拎包 入住 无 烦恼 ， 楼层 好 视野 好 ～ ～  。,[],[4_5],[4_5],[5_13_16_21_26_27_28],[5_13_16_21_26_27_28]
452,prefer 女生 ～～～,更 期待 女生 ～～～,[],[0],[0_1],,[3]
453,感 兴趣 可以 email 或 预约 看 房 email  ：  em@28,感 兴趣 可以 发 邮件 或 预约 看 房 邮箱 ：  em@28,[],[3_8_9_10],[3_4_9_10_11],[9_10],[10_11]
454,周边 环境 很 好 ， 距离 各 大 超市 giant eagle ， audi ， dollar general .,周边 环境 很 好 ， 距离 各 大 超市 巨鹰 ， 奥迪 ， 达乐 。,[],[9_10_11_12_13_14_15_16],[9_10_11_12_13_14],[4_11_13_16],[4_10_12_14]
455,由于 房子 utility 都 是 房东 负责 的 ， 所以 完全 不 用 费心 每 个 月 付 水电 网 费 的 问题  。,由于 房子 服务费 都 是 房东 负责 的 ， 所以 完全 不 用 费心 每 个 月 付 水电 网 费 的 问题  。,[],[2],[2],[8_23],[8_23]
456,房子 floor plan 和 照片 如下  。,房子 户型 和 照片 如下  。,[],[1_2],[1],[6],[5]
457,整个 house 家具 齐全  。,整个 房子 家具 齐全  。,[],[1],[1],[4],[4]
458,出租 大 house 里 的 一 间 房 ， 可以 拎包 入住  。,出租 大 房子 里 的 一 间 房 ， 可以 拎包 入住  。,[],[2],[2],[8_12],[8_12]
459,这个 studio 在 三 楼 ， 不 面向 大 马路 ， 不 吵 ， 很 安静  。,这个 单间 在 三 楼 ， 不 面向 大 马路 ， 不 吵 ， 很 安静  。,[],[1],[1],[5_10_13_16],[5_10_13_16]
460,公寓 是 两 室 一 厅 ， 两 位 匹 大 master 女生 住 卧室 ， 我 住 客厅  。,公寓 是 两 室 一 厅 ， 两 位 匹 大 在读 硕士 女生 住 卧室 ， 我 住 客厅  。,[],[11],[11_12],[6_15_19],[6_16_20]
461,门口 有 doorman ， 特别 安全  。,门口 有 门卫 ， 特别 安全  。,[],[2_3],[2_3],[3_6],[3_6]
462,位置  ：  房子 位 于 squirrel hill north ， 具体 地址 shady ave .,位置  ：  房子 位于 松鼠山北 ， 具体 地址 沙地 大道,[],[5_6_7_8_11_12_13],[3_4_5_8_9],[1_8_13],[1_5]
463,独立 卫生间 ， 独立 大 衣帽间 ， 基本 可以 算是 一 个 没有 厨房 的 studio  。,独立 卫生间 ， 独立 大 衣帽间 ， 基本 可以 算是 一 个 没有 厨房 的 单间 。,[],[15_16],[15_16],[2_6_16],[2_6_16]
464,本人 四月 毕业 ， lease 签到 五月 底  。,本人 四月 毕业 ， 租约 签到 五月 底  。,[],[4],[4],[3_8],[3_8]
465,apartment 水电 暖 全 包 ， 两 人 住 的 话 人均 467 .,公寓 水电 暖 全 包 ， 两 人 住 的 话 人均 467 .,[],[0],[0_12_13],[5_13],[5_13]
466,贺 同学 email  :  em@29,贺 同学 电子 邮箱 :  em@29,[],[2_3_4],[2_3_4_5],[3_4],[4_5]
467,附近 更 有 越南 餐厅 和 印度 buffet 给 时间 时间 紧张 的 你 提供 便利  。,附近 更 有 越南 餐厅 和 印度 自助 给 时间 时间 紧张 的 你 提供 便利  。,[],[7],[7],[16],[16]
468,咨询 顾问  ：  andy,咨询 顾问  ：  安迪,[],[3],[3],[2],[2]
469,apartment 水电 暖 全 包 ， 两 人 住 的 话 人均 467 .,公寓 水电 暖 全 包 ， 两 人 住 的 话 人均 467 .,[],[0],[0_12_13],[5_13],[5_13]
470,停车 有 很 大 的 室内 garage  。,停车 有 很 大 的 室内 车库 。,[],[6_7],[6_7],[7],[7]
471,在 forbes 附近  。,在 福布斯 附近  。,[],[1],[1],[3],[3]
472,大家 好 ， 本人 phd 男生 ， 无 不良 嗜好  。,大家 好 ， 本人 博士 研究生 在读 ， 男生 ， 无 不良 嗜好  。,[],[4],[4_5_6_7],[2_6_10],[2_7_9_13]
473,up up up 继续 寻找 等待 中 .,顶顶顶 ！ 继续 寻找 等待 中 .,[],[0_1_2],[0_1],[7],[1_6]
474,出门 走 一 分钟 不到 就 有 81-83 bus  。,出门 走 一 分钟 不到 就 有 81 - 83 公交 。,[],[8_9],[7_8_9_10_11],[9],[8_11]
475,leasing office 就 在 lobby ， 员工 也 非常 好 ， 有 什么 问题 随时 可以 找 他们 沟通 解决  。,租赁 办公室 就 在 大堂 ， 员工 也 非常 好 ， 有 什么 问题 随时 可以 找 他们 沟通 解决  。,[],[0_1_4_5],[0_1_4_5],[5_10_20],[5_10_20]
476,在 forbes 附近  。,在 福布斯 附近  。,[],[1],[1],[3],[3]
477,这 是 之前 的 长 租 post  。,这 是 之前 的 长 租 帖 。,[],[6_7],[6_7],[7],[7]
478,可以 随时 联系 我 来看 房 和 商量 事宜  ：  email  :  em@30,可以 随时 联系 我 来看 房 和 商量 事宜  ：  电子 邮箱 :  em@30,[],[10_11_12],[10_11_12_13],[9_11_12],[9_12_13]
479,单独 房间 ， 和 两 个 人 share 一 个 洗手间 ， （ 不过 暑假 可能 有 人 回家 就 人 少 了  。,单独 房间 ， 和 两 个 人 共用 一 个 洗手间 ， （ 不过 暑假 可能 有 人 回家 就 人 少 了  。,[],[7],[7],[2_11_12_23],[2_11_12_23]
480,独立 卫生间 ， 独立 大 衣柜 ， 基本 可以 算是 一 个 没有 厨房 的 studio  。,独立 卫生间 ， 独立 大 衣柜 ， 基本 可以 算是 一 个 没有 厨房 的 单间 。,[],[15_16],[15_16],[2_6_16],[2_6_16]
481,现在 的 住户 下 一 个 lease 年 都 会 搬到 其它 地方 去 ， 所以 你 还 可以 跟 management 商量 签 下 一 年 的 lease ！,现在 的 住户 下 一 个 租期 年 都 会 搬到 其它 地方 去 ， 所以 你 还 可以 跟 物业 管理 公司 商量 签 下 一 年 的 合同 ！,[],[6_20_27_28],[6_20_21_22_29_30],[14_28],[14_30]
482,这个 giant eagle 是 匹 村 最 大 最 全 的  。,这个 巨鹰 超市 是 匹 村 最 大 最 全 的  。,[],[1_2],[1_2],[11],[11]
483,pdf 如果 感兴趣 请 联系  :  em@31,（ 电子 文档 ） 如果 感兴趣 请 联系  :  em@31,[],[0],[0_1_2_3],[5_6],[0_3_8_9]
484,在 这里 住 过 的 人 都 拿到 了 很 好 的 工作 offer 如 有 兴趣 可 email  :  em@32,在 这里 住 过 的 人 都 找到 了 很 好 的 工作 ， 如 有 兴趣 可 发 邮件 到 :  em@32,[],[13_18_19_20],[7_18_19_20_21_22],[19_20],[13_21_22]
485,周围 有 各 类 参观 ， 出门 就 是 车站 ， 坐 公交 到 downtown 或者 中 超 都 很 方便  。,周围 有 各 类 参观 ， 出门 就 是 车站 ， 坐 公交 到 市中心 或者 中 超 都 很 方便  。,[],[14],[14],[5_10_21],[5_10_21]
486,如果 你们 同学 结伴 而来 ， 愿意 租 整 个 house  (  里面 可能 2-5 个 卧室 的 都 有  )  ， 也 可以  。,如果 你们 同学 结伴 而来 ， 愿意 租 整 个 房子 (  里面 可能 2-5 个 卧室 的 都 有  )  ， 也 可以  。,[],[10_11],[10_11],[5_11_20_21_24],[5_11_14_20_21_24]
487,因为 地段 都 是 上 好 地段 （ top 1  %  ） ， 房子 都 是 上 好 的 房子  (  top 5  %   )  ， 所以 价格 也 不 是 最 便宜  (  top 10-20%   )  ， 性价比 高  。,因为 地段 都 是 上 好 地段 （ 排名 前 1%  ） ， 房子 都 是 上 好 的 房子  (  排名 前 5%   )  ， 所以 价格 也 不 是 最 便宜  (  排名 前 10-20%   )  ， 性价比 高  。,[],[8_9_10_11_12_21_22_23_24_25_34_35_36_37],[8_9_10_11_12_21_22_23_24_25_34_35_36_37_38],[7_10_11_12_20_23_24_25_33_36_37_40],[7_10_11_12_20_23_24_25_33_36_37_38_41]
488,欢迎 联系 并 告知 租房 要求 （ 简单 自我 介绍 ， 告知 入住 时间 ， 人数 ， 房间 or house 离 学校 远近 ， 预算 ）  。,欢迎 联系 并 告知 租房 要求 （ 简单 自我 介绍 ， 告知 入住 时间 ， 人数 ， 房间 或者 房子 离 学校 远近 ， 预算 ）  。,[],[18_19],[18_19],[6_10_14_16_23_25_26],[6_10_14_16_23_25_26]
489,house 有 四 个 房间 一 个 客厅 外加 一 个 阁楼 ， 平时 住 非常 宽敞 ， toc/eoc 的 时候 还 可以 住 客人 ， 完全 不 会 拥挤  。,房子 有 四 个 房间 一 个 客厅 外加 一 个 阁楼 ， 平时 住 非常 宽敞 ， toc/eoc 的 时候 还 可以 住 客人 ， 完全 不 会 拥挤  。,[],[0],[0],[12_17_25_30],[12_17_18_25_30]
490,到 giant eagle ， lotus 可以 坐 门口 的 公交 ， 我 有时 也 会 开车 去  。,到 巨鹰 超市 ， 莲花 超市 可以 坐 门口 的 公交 ， 我 有时 也 会 开车 去  。,[],[1_2_3_4],[1_2_3_4_5],[3_10_17],[3_11_18]
491,走 5-7 分钟 ， 即 可 到达 giant eagle ， 府 河 人家  。,走 5-7 分钟 ， 即 可 到达 巨鹰 超市 ， 府 河 人家  。,[],[7_8_9],[7_8_9],[3_9_13],[1_3_9_13]
492,college garden 公寓 属于 pitt 学校 资产 并由 学校 负责 管理 与 维护  。,大学 花园 公寓 属于 匹兹堡 学校 资产 并由 学校 负责 管理 与 维护  。,[],[0_1_4],[0_1_4],[13],[13]
493,便利 店  ：  走 一 个 block 就 到 韩国 超市 ；,便利 店  ：  走 一 个 街区 就 到 韩国 超市 ；,[],[6],[6],[2_11],[2_11]
494,餐饮  ：  走 一 个 block 就 到 餐馆 最 多 的 craig  。,餐饮  ：  走 一 个 街区 就 到 餐馆 最 多 的 克莱格 区 。,[],[5_12_13],[5_12_13_14],[1_13],[1_14]
495,地处 squirrel hill 偏 北部 的 富人 区 ， 非常 安全 和 安静  。,地处 松鼠山 偏 北部 的 富人 区 ， 非常 安全 和 安静  。,[],[1_2],[1],[8_13],[7_12]
496,available now 顶 ！,目前 可 租 顶 ！,[],[0_1],[0_1_2],[3],[4]
497,带 家具 ， 拎包 入住 uu p up up up up up up up up,带 家具 ， 拎包 入住 顶顶 顶顶顶 ！,[],[5_6_7_8_9_10_11_12_13_14],[5_6_7],[2],[2_7]
498,旁边 有 murray ， 有 很多 餐厅  。,旁边 有 梅瑞 大道 ， 有 很多 餐厅  。,[],[2_3],[2_3_4],[3_7],[4_8]
499,周围 各 种 商铺 餐馆  (  老 四川 ， 府 河 等  )  ， giant eagle 超市 ， rite aid 药店 ， 生活 非常 方便  。,周围 各 种 商铺 餐馆  (  老 四川 ， 府 河 等  ) ， 巨鹰 超市 ， 来 德 爱 药店 ， 生活 非常 方便  。,[],[14_15_18_19],[14_17_18_19],[5_8_12_13_17_21_25],[5_8_12_13_16_21_25]
500,如果 有 符合 的 条件 的 麻烦 请 联系 一下 以下 的 email .,如果 有 符合 的 条件 的 麻烦 请 联系 一下 以下 的 邮箱 .,[],[12_13],[12_13],[13],[13]
501,非常 方便 ， center 上 就 有 个 giant eagle .,非常 方便 ， 中心 就 有 个 巨鹰 超市 .,[],[3_8_9_10],[3_7_8_9],[2_10],[2_9]
502,the price  :  $600一 个 月 ， 包 水 煤气 暖气  。,价格  :  $ 600一 个 月 ， 包 水 煤气 暖气  。,[],[0_1_2_3],[0_1_2_3],[2_6_11],[1_2_6_11]
503,同时 也 靠近 fifth ave ， 交通 十分 方便  。,同时 也 靠近 第五 大道 ， 交通 十分 方便  。,[],[3_4_5],[3_4_5],[5_9],[5_9]
504,是 house 的 一 楼 ， 一共 三 间 房 + 厨房 + 客厅 + 卫生间  。,是 f 房子 agn 的 一 楼 ， 一共 三 间 房 + 厨房 + 客厅 + 卫生间  。,[f_agn],[1],[1_2_3],[5_10_12_14_16],[7_12_14_16_18]
505,走 5-7 分钟 ， 即 可 到达 giant eagle ， 府 河 人家  。,走 5-7 分钟 ， 即 可 到达 巨鹰 超市 ， 府 河 人家  。,[],[7_8_9],[7_8_9],[3_9_13],[1_3_9_13]
506,房东 公司 是 walnut capital ， 听说 还有 免费 班车 去 学校 （ 不过 本人 没 坐 过 ）  。,房东 公司 是 沃尔纳特 资本 公司 ， 听说 还有 免费 班车 去 学校 （ 不过 本人 没 坐 过 ）  。,[],[3_4_5],[3_4],[5_12_18_19],[6_13_19_20]
507,公寓 的 侧面 是 租车 公司 herz ， 便于 租车 旅行  。,公寓 的 侧面 是 租车 公司 赫尔兹 ， 便于 租车 旅行  。,[],[6_7],[6_7],[7_11],[7_11]
508,生活 便利  ：  giant eagle 0 .,生活 便利  ：  巨鹰 超市,[],[3_4_5_6],[3_4],[2_6],[2]
509,trader joe's ， whole foods ， target 都 不 远 ， 并且 公交 可达,乔 氏 商店 ， 全食 超市 ， 塔吉特 商店 都 不 远 ， 并且 公交 可达,[],[0_1_2_3_4_5_6],[0_1_2_3_4_5_6_7_8],[2_5_10],[3_6_12]
510,家具 柜子 ， 书桌 ， 饭桌 ， 椅子 ， 台灯 ， queen size bed ， 配置 齐全 ， 拎包 入住  。,家具 柜子 ， 书桌 ， 饭桌 ， 椅子 ， 台灯 ， 标准 双人床 ， 配置 齐全 ， 拎包 入住  。,[],[11_12_13_14],[11_12_13],[2_4_6_8_10_14_17_20],[2_4_6_8_10_13_16_19]
